$STR WITHDRAWAL AT SEG64                                     ELEV OF WITHDRAWAL CENTERLINE:278.     

JDAY,     DOC,     TOC,     TKN,      TN,      TP,     APR,    CHLA,     %DO,      pH,     CO2,    HCO3,     CO3,
  4386.501,    2.5352,    3.3325,    0.8331,    0.9798,    0.0637,   -0.0056,    0.7361,   60.8639,    6.7900,    1.4002,    3.9674,    0.0013,
  4386.602,    2.5286,    3.3239,    0.8321,    0.9797,    0.0637,   -0.0056,    0.7332,   60.5083,    6.7900,    1.4021,    3.9730,    0.0013,
  4386.701,    2.5219,    3.3151,    0.8311,    0.9798,    0.0637,   -0.0055,    0.7194,   60.0914,    6.7900,    1.4053,    3.9823,    0.0013,
  4386.803,    2.5153,    3.3064,    0.8302,    0.9798,    0.0637,   -0.0056,    0.7062,   59.6621,    6.7800,    1.4317,    3.9648,    0.0012,
  4386.901,    2.5088,    3.2981,    0.8293,    0.9799,    0.0637,   -0.0055,    0.6956,   59.2478,    6.7800,    1.4341,    3.9714,    0.0012,
  4387.000,    2.5024,    3.2884,    0.8280,    0.9796,    0.0637,   -0.0055,    0.6920,   58.9907,    6.7800,    1.4353,    3.9746,    0.0012,
  4387.101,    2.4958,    3.2794,    0.8269,    0.9796,    0.0637,   -0.0054,    0.6806,   58.5987,    6.7800,    1.4385,    3.9832,    0.0013,
  4387.202,    2.4894,    3.2704,    0.8258,    0.9795,    0.0637,   -0.0053,    0.6706,   58.2277,    6.7700,    1.4651,    3.9642,    0.0012,
  4387.301,    2.4831,    3.2617,    0.8247,    0.9795,    0.0637,   -0.0052,    0.6610,   57.8655,    6.7700,    1.4672,    3.9696,    0.0012,
  4387.402,    2.4766,    3.2530,    0.8236,    0.9795,    0.0637,   -0.0035,    0.6522,   57.4710,    6.7700,    1.4700,    3.9774,    0.0012,
  4387.500,    2.4704,    3.2451,    0.8226,    0.9795,    0.0637,   -0.0050,    0.6458,   57.0918,    6.7700,    1.4724,    3.9839,    0.0012,
  4387.601,    2.4642,    3.2371,    0.8215,    0.9795,    0.0637,   -0.0050,    0.6430,   56.7172,    6.7600,    1.4994,    3.9648,    0.0012,
  4387.702,    2.4578,    3.2291,    0.8205,    0.9796,    0.0637,   -0.0048,    0.6298,   56.2666,    6.7600,    1.5024,    3.9727,    0.0012,
  4387.801,    2.4516,    3.2213,    0.8195,    0.9798,    0.0637,   -0.0049,    0.6168,   55.8123,    6.7600,    1.5056,    3.9814,    0.0012,
  4387.901,    2.4457,    3.2123,    0.8182,    0.9796,    0.0637,   -0.0049,    0.6131,   55.5956,    6.7555,    1.5178,    3.9724,    0.0012,
  4388.000,    2.4395,    3.2043,    0.8172,    0.9796,    0.0637,   -0.0048,    0.6002,   55.1529,    6.7500,    1.5350,    3.9665,    0.0012,
  4388.100,    2.4336,    3.1961,    0.8160,    0.9796,    0.0637,   -0.0047,    0.5910,   54.7923,    6.7500,    1.5371,    3.9716,    0.0012,
  4388.200,    2.4275,    3.1878,    0.8149,    0.9796,    0.0637,   -0.0046,    0.5818,   54.4249,    6.7500,    1.5392,    3.9770,    0.0012,
  4388.301,    2.4214,    3.1793,    0.8136,    0.9795,    0.0637,   -0.0034,    0.5729,   54.0599,    6.7500,    1.5424,    3.9852,    0.0012,
  4388.401,    2.4155,    3.1716,    0.8125,    0.9796,    0.0637,   -0.0030,    0.5653,   53.6800,    6.7400,    1.5703,    3.9648,    0.0011,
  4388.501,    2.4098,    3.1641,    0.8114,    0.9796,    0.0637,   -0.0043,    0.5591,   53.3033,    6.7400,    1.5732,    3.9723,    0.0011,
  4388.601,    2.4040,    3.1567,    0.8103,    0.9796,    0.0637,   -0.0043,    0.5555,   52.9446,    6.7400,    1.5755,    3.9784,    0.0011,
  4388.701,    2.3982,    3.1492,    0.8092,    0.9797,    0.0637,   -0.0043,    0.5489,   52.5551,    6.7400,    1.5772,    3.9828,    0.0011,
  4388.801,    2.3924,    3.1419,    0.8081,    0.9797,    0.0637,   -0.0043,    0.5413,   52.1558,    6.7300,    1.6065,    3.9648,    0.0011,
  4388.903,    2.3865,    3.1345,    0.8070,    0.9799,    0.0637,   -0.0042,    0.5328,   51.7238,    6.7300,    1.6089,    3.9706,    0.0011,
  4389.000,    2.3808,    3.1258,    0.8055,    0.9796,    0.0637,   -0.0042,    0.5317,   51.5235,    6.7300,    1.6107,    3.9749,    0.0011,
  4389.102,    2.3752,    3.1163,    0.8039,    0.9791,    0.0637,   -0.0042,    0.5355,   51.5025,    6.7300,    1.6122,    3.9787,    0.0011,
  4389.202,    2.3696,    3.0999,    0.8003,    0.9767,    0.0636,   -0.0047,    0.5951,   52.6960,    6.7396,    1.5748,    3.9759,    0.0011,
  4389.302,    2.3641,    3.0901,    0.7985,    0.9761,    0.0636,   -0.0048,    0.6036,   52.6863,    6.7400,    1.5717,    3.9723,    0.0011,
  4389.401,    2.3582,    3.0876,    0.7986,    0.9775,    0.0636,   -0.0044,    0.5593,   51.4353,    6.7310,    1.6061,    3.9746,    0.0011,
  4389.501,    2.3529,    3.0811,    0.7976,    0.9777,    0.0636,   -0.0043,    0.5453,   50.9506,    6.7263,    1.6222,    3.9703,    0.0011,
  4389.602,    2.3473,    3.0777,    0.7974,    0.9787,    0.0637,   -0.0040,    0.5127,   49.8952,    6.7246,    1.6309,    3.9752,    0.0011,
  4389.700,    2.3419,    3.0726,    0.7968,    0.9793,    0.0637,   -0.0039,    0.4933,   49.2251,    6.7171,    1.6593,    3.9760,    0.0011,
  4389.801,    2.3365,    3.0642,    0.7953,    0.9790,    0.0637,   -0.0039,    0.4942,   49.0923,    6.7108,    1.6795,    3.9660,    0.0011,
  4389.903,    2.3314,    3.0422,    0.7899,    0.9747,    0.0636,   -0.0048,    0.6060,   51.3675,    6.7308,    1.6052,    3.9719,    0.0011,
  4390.000,    2.3258,    3.0462,    0.7918,    0.9779,    0.0637,   -0.0040,    0.5059,   48.9227,    6.7187,    1.6519,    3.9733,    0.0011,
  4390.101,    2.3204,    3.0418,    0.7913,    0.9787,    0.0637,   -0.0038,    0.4819,   48.1491,    6.7130,    1.6772,    3.9811,    0.0011,
  4390.202,    2.3151,    3.0358,    0.7903,    0.9790,    0.0637,   -0.0037,    0.4666,   47.5837,    6.7069,    1.6964,    3.9698,    0.0011,
  4390.300,    2.3098,    3.0310,    0.7897,    0.9796,    0.0637,   -0.0035,    0.4480,   46.9154,    6.7012,    1.7193,    3.9712,    0.0010,
  4390.401,    2.3046,    3.0209,    0.7876,    0.9788,    0.0637,   -0.0036,    0.4603,   47.0295,    6.7037,    1.7115,    3.9761,    0.0010,
  4390.503,    2.2994,    3.0113,    0.7857,    0.9780,    0.0637,   -0.0037,    0.4722,   47.0866,    6.7050,    1.7067,    3.9775,    0.0011,
  4390.602,    2.2942,    3.0068,    0.7850,    0.9787,    0.0637,   -0.0035,    0.4487,   46.3140,    6.6998,    1.7268,    3.9761,    0.0010,
  4390.700,    2.2893,    2.9981,    0.7833,    0.9782,    0.0637,   -0.0036,    0.4560,   46.2966,    6.6986,    1.7302,    3.9732,    0.0010,
  4390.802,    2.2842,    2.9884,    0.7813,    0.9774,    0.0637,   -0.0037,    0.4692,   46.3816,    6.6991,    1.7281,    3.9737,    0.0010,
  4390.903,    2.2791,    2.9846,    0.7808,    0.9782,    0.0637,   -0.0035,    0.4450,   45.5305,    6.6960,    1.7423,    3.9769,    0.0010,
  4391.000,    2.2740,    2.9801,    0.7801,    0.9788,    0.0637,   -0.0034,    0.4237,   44.8397,    6.6937,    1.7539,    3.9826,    0.0010,
  4391.100,    2.2691,    2.9758,    0.7794,    0.9794,    0.0637,   -0.0032,    0.4045,   44.1658,    6.6863,    1.7802,    3.9728,    0.0010,
  4391.202,    2.2640,    2.9693,    0.7782,    0.9795,    0.0637,   -0.0031,    0.3976,   43.7833,    6.6825,    1.7938,    3.9686,    0.0010,
  4391.301,    2.2591,    2.9632,    0.7771,    0.9796,    0.0637,   -0.0031,    0.3899,   43.3787,    6.6824,    1.7966,    3.9739,    0.0010,
  4391.403,    2.2542,    2.9528,    0.7748,    0.9786,    0.0637,   -0.0032,    0.4054,   43.5933,    6.6832,    1.7952,    3.9787,    0.0010,
  4391.500,    2.2497,    2.9410,    0.7722,    0.9771,    0.0637,   -0.0034,    0.4317,   44.0042,    6.6880,    1.7754,    3.9788,    0.0010,
  4391.601,    2.2444,    2.9413,    0.7727,    0.9791,    0.0637,   -0.0030,    0.3821,   42.5562,    6.6761,    1.8200,    3.9685,    0.0010,
  4391.703,    2.2397,    2.9382,    0.7722,    0.9799,    0.0637,   -0.0029,    0.3642,   41.8508,    6.6724,    1.8374,    3.9718,    0.0010,
  4391.803,    2.2349,    2.9317,    0.7709,    0.9799,    0.0637,   -0.0028,    0.3593,   41.5170,    6.6724,    1.8397,    3.9770,    0.0010,
  4391.902,    2.2302,    2.9221,    0.7689,    0.9791,    0.0637,   -0.0029,    0.3652,   41.5367,    6.6725,    1.8396,    3.9777,    0.0010,
  4392.000,    2.2256,    2.9142,    0.7672,    0.9787,    0.0637,   -0.0029,    0.3686,   41.3869,    6.6735,    1.8347,    3.9764,    0.0010,
  4392.103,    2.2208,    2.9122,    0.7670,    0.9798,    0.0637,   -0.0027,    0.3446,   40.5239,    6.6712,    1.8485,    3.9845,    0.0010,
  4392.200,    2.2161,    2.9065,    0.7658,    0.9799,    0.0638,   -0.0027,    0.3382,   40.1456,    6.6636,    1.8750,    3.9717,    0.0010,
  4392.301,    2.2115,    2.9010,    0.7647,    0.9801,    0.0638,   -0.0026,    0.3320,   39.7542,    6.6623,    1.8819,    3.9745,    0.0010,
  4392.401,    2.2069,    2.8949,    0.7634,    0.9801,    0.0638,   -0.0026,    0.3274,   39.4366,    6.6600,    1.8913,    3.9730,    0.0009,
  4392.502,    2.2023,    2.8869,    0.7617,    0.9797,    0.0638,   -0.0025,    0.3293,   39.2743,    6.6611,    1.8885,    3.9775,    0.0010,
  4392.600,    2.1977,    2.8835,    0.7610,    0.9803,    0.0638,   -0.0022,    0.3110,   38.6152,    6.6600,    1.8969,    3.9848,    0.0009,
  4392.700,    2.1934,    2.8785,    0.7599,    0.9805,    0.0638,   -0.0024,    0.3058,   38.2474,    6.6557,    1.9123,    3.9774,    0.0009,
  4392.802,    2.1888,    2.8719,    0.7585,    0.9804,    0.0638,   -0.0024,    0.3021,   37.9455,    6.6504,    1.9304,    3.9664,    0.0009,
  4392.902,    2.1862,    2.8314,    0.7480,    0.9700,    0.0635,   -0.0044,    0.5579,   43.7826,    6.6674,    1.8608,    3.9753,    0.0010,
  4393.000,    2.1804,    2.8494,    0.7532,    0.9774,    0.0637,   -0.0028,    0.3535,   38.6388,    6.6811,    1.8057,    3.9784,    0.0010,
  4393.101,    2.1756,    2.8514,    0.7540,    0.9797,    0.0638,   -0.0024,    0.3014,   37.3100,    6.6517,    1.9310,    3.9799,    0.0009,
  4393.202,    2.1712,    2.8462,    0.7529,    0.9799,    0.0638,   -0.0023,    0.2926,   36.8477,    6.6510,    1.9356,    3.9826,    0.0009,
  4393.300,    2.1669,    2.8408,    0.7517,    0.9800,    0.0638,   -0.0023,    0.2861,   36.4925,    6.6509,    1.9383,    3.9875,    0.0009,
  4393.400,    2.1627,    2.8329,    0.7500,    0.9795,    0.0638,   -0.0023,    0.2909,   36.4297,    6.6443,    1.9600,    3.9712,    0.0009,
  4393.501,    2.1584,    2.8251,    0.7481,    0.9789,    0.0637,   -0.0023,    0.3003,   36.3919,    6.6462,    1.9526,    3.9724,    0.0009,
  4393.603,    2.1543,    2.8184,    0.7465,    0.9785,    0.0637,   -0.0024,    0.3112,   36.4048,    6.6439,    1.9629,    3.9731,    0.0009,
  4393.702,    2.1503,    2.8094,    0.7444,    0.9775,    0.0637,   -0.0026,    0.3299,   36.6794,    6.6459,    1.9570,    3.9789,    0.0009,
  4393.801,    2.1456,    2.8085,    0.7444,    0.9790,    0.0638,   -0.0023,    0.2860,   35.3372,    6.6423,    1.9729,    3.9793,    0.0009,
  4393.902,    2.1418,    2.7989,    0.7421,    0.9778,    0.0637,   -0.0025,    0.3106,   35.7576,    6.6425,    1.9743,    3.9834,    0.0009,
  4394.000,    2.1375,    2.7969,    0.7417,    0.9789,    0.0638,   -0.0022,    0.2820,   34.7999,    6.6426,    1.9727,    3.9801,    0.0009,
  4394.101,    2.1334,    2.7902,    0.7401,    0.9785,    0.0638,   -0.0023,    0.2854,   34.6756,    6.6386,    1.9878,    3.9736,    0.0009,
  4394.201,    2.1291,    2.7885,    0.7398,    0.9797,    0.0638,   -0.0020,    0.2554,   33.7800,    6.6318,    2.0172,    3.9706,    0.0009,
  4394.302,    2.1251,    2.7828,    0.7385,    0.9796,    0.0638,   -0.0020,    0.2519,   33.4968,    6.6309,    2.0224,    3.9727,    0.0009,
  4394.400,    2.1250,    2.7270,    0.7213,    0.9605,    0.0632,   -0.0069,    0.8825,   46.1294,    6.6560,    1.9131,    3.9758,    0.0009,
  4394.500,    2.1199,    2.7356,    0.7239,    0.9653,    0.0635,   -0.0054,    0.6948,   40.8116,    6.7477,    1.5542,    3.9722,    0.0012,
  4394.603,    2.1132,    2.7640,    0.7340,    0.9788,    0.0638,   -0.0020,    0.2571,   32.9067,    6.6349,    2.0116,    3.9858,    0.0009,
  4394.700,    2.1092,    2.7613,    0.7335,    0.9797,    0.0638,   -0.0018,    0.2260,   32.1734,    6.6235,    2.0552,    3.9693,    0.0009,
  4394.801,    2.1052,    2.7548,    0.7320,    0.9794,    0.0638,   -0.0018,    0.2295,   32.0446,    6.6224,    2.0602,    3.9687,    0.0009,
  4394.902,    2.1013,    2.7471,    0.7301,    0.9787,    0.0638,   -0.0019,    0.2383,   32.0118,    6.6253,    2.0490,    3.9733,    0.0009,
  4395.000,    2.0973,    2.7433,    0.7292,    0.9792,    0.0638,   -0.0018,    0.2242,   31.4473,    6.6225,    2.0630,    3.9750,    0.0009,
  4395.101,    2.0936,    2.7330,    0.7268,    0.9778,    0.0638,   -0.0019,    0.2419,   31.7750,    6.6243,    2.0542,    3.9749,    0.0009,
  4395.201,    2.0897,    2.7283,    0.7257,    0.9780,    0.0638,   -0.0019,    0.2351,   31.3458,    6.6243,    2.0572,    3.9807,    0.0009,
  4395.301,    2.0858,    2.7272,    0.7253,    0.9790,    0.0638,   -0.0017,    0.2160,   30.5642,    6.6211,    2.0744,    3.9842,    0.0009,
  4395.400,    2.0821,    2.7194,    0.7235,    0.9783,    0.0638,   -0.0017,    0.2227,   30.5956,    6.6204,    2.0767,    3.9826,    0.0009,
  4395.501,    2.0861,    2.6658,    0.7006,    0.9507,    0.0629,   -0.0115,    1.4778,   49.9434,    6.6666,    1.8704,    3.9727,    0.0010,
  4395.601,    2.0759,    2.6962,    0.7167,    0.9730,    0.0636,   -0.0030,    0.3847,   33.2433,    6.6388,    1.9962,    3.9801,    0.0009,
  4395.703,    2.0710,    2.6989,    0.7185,    0.9769,    0.0637,   -0.0018,    0.2269,   30.1703,    6.6223,    2.0639,    3.9746,    0.0009,
  4395.802,    2.0674,    2.6920,    0.7168,    0.9764,    0.0637,   -0.0019,    0.2360,   30.3572,    6.6180,    2.0879,    3.9824,    0.0009,
  4395.900,    2.0640,    2.6823,    0.7142,    0.9748,    0.0637,   -0.0021,    0.2685,   30.7400,    6.6253,    2.0511,    3.9757,    0.0009,
  4396.000,    2.0603,    2.6786,    0.7133,    0.9751,    0.0637,   -0.0021,    0.2597,   30.3211,    6.6209,    2.0722,    3.9770,    0.0009,
  4396.102,    2.0564,    2.6777,    0.7132,    0.9764,    0.0637,   -0.0018,    0.2260,   29.2661,    6.6153,    2.0976,    3.9751,    0.0009,
  4396.202,    2.0527,    2.6744,    0.7123,    0.9769,    0.0637,   -0.0017,    0.2152,   28.8051,    6.6142,    2.1079,    3.9850,    0.0009,
  4396.302,    2.0490,    2.6722,    0.7116,    0.9776,    0.0638,   -0.0016,    0.2028,   28.1903,    6.6097,    2.1262,    3.9777,    0.0008,
  4396.402,    2.0454,    2.6731,    0.7116,    0.9790,    0.0638,   -0.0014,    0.1841,   27.3832,    6.6038,    2.1531,    3.9734,    0.0008,
  4396.500,    2.0419,    2.6649,    0.7097,    0.9781,    0.0638,   -0.0015,    0.1921,   27.4397,    6.6026,    2.1591,    3.9736,    0.0008,
  4396.602,    2.0399,    2.6490,    0.7039,    0.9723,    0.0637,   -0.0032,    0.4109,   30.0590,    6.6442,    1.9800,    3.9767,    0.0009,
  4396.700,    2.0350,    2.6536,    0.7069,    0.9778,    0.0638,   -0.0014,    0.1822,   26.8495,    6.6034,    2.1558,    3.9752,    0.0008,
  4396.801,    2.0318,    2.6427,    0.7042,    0.9759,    0.0637,   -0.0017,    0.2114,   27.5728,    6.6037,    2.1541,    3.9747,    0.0008,
  4396.900,    2.0282,    2.6367,    0.7028,    0.9758,    0.0637,   -0.0016,    0.2023,   27.1029,    6.6061,    2.1454,    3.9801,    0.0008,
  4397.000,    2.0248,    2.6314,    0.7014,    0.9756,    0.0637,   -0.0016,    0.2015,   26.9200,    6.6048,    2.1509,    3.9789,    0.0008,
  4397.101,    2.0222,    2.6139,    0.6970,    0.9717,    0.0636,   -0.0021,    0.2711,   28.8914,    6.6042,    2.1556,    3.9825,    0.0008,
  4397.202,    2.0200,    2.6002,    0.6923,    0.9671,    0.0635,   -0.0033,    0.4226,   30.9633,    6.6370,    2.0018,    3.9827,    0.0009,
  4397.301,    2.0154,    2.6093,    0.6954,    0.9726,    0.0637,   -0.0021,    0.2645,   27.7271,    6.6089,    2.1297,    3.9747,    0.0008,
  4397.402,    2.0116,    2.6111,    0.6959,    0.9747,    0.0637,   -0.0016,    0.2090,   26.2980,    6.6018,    2.1656,    3.9773,    0.0008,
  4397.503,    2.0078,    2.6095,    0.6957,    0.9760,    0.0638,   -0.0013,    0.1653,   25.1400,    6.5964,    2.1904,    3.9740,    0.0008,
  4397.601,    2.0042,    2.6111,    0.6962,    0.9780,    0.0638,   -0.0009,    0.1111,   23.9339,    6.5900,    2.2257,    3.9793,    0.0008,
  4397.704,    2.0008,    2.6075,    0.6952,    0.9783,    0.0638,   -0.0008,    0.0978,   23.5246,    6.5900,    2.2289,    3.9849,    0.0008,
  4397.802,    1.9975,    2.6007,    0.6935,    0.9777,    0.0638,   -0.0008,    0.1003,   23.4504,    6.5900,    2.2295,    3.9860,    0.0008,
  4397.901,    1.9943,    2.5909,    0.6912,    0.9765,    0.0638,   -0.0008,    0.1073,   23.5531,    6.5910,    2.2236,    3.9851,    0.0008,
  4398.000,    1.9912,    2.5829,    0.6892,    0.9754,    0.0638,   -0.0010,    0.1233,   23.7209,    6.5900,    2.2251,    3.9780,    0.0008,
  4398.101,    1.9885,    2.5725,    0.6864,    0.9735,    0.0637,   -0.0013,    0.1605,   24.4761,    6.5932,    2.2095,    3.9797,    0.0008,
  4398.200,    1.9875,    2.5554,    0.6803,    0.9666,    0.0635,   -0.0032,    0.4049,   28.3266,    6.6120,    2.1144,    3.9734,    0.0009,
  4398.302,    1.9823,    2.5617,    0.6834,    0.9726,    0.0637,   -0.0014,    0.1741,   24.3866,    6.5938,    2.2047,    3.9765,    0.0008,
  4398.400,    1.9800,    2.5538,    0.6806,    0.9703,    0.0637,   -0.0020,    0.2599,   25.4933,    6.6050,    2.1515,    3.9781,    0.0008,
  4398.501,    1.9783,    2.5481,    0.6773,    0.9670,    0.0636,   -0.0035,    0.4437,   27.4700,    6.6186,    2.0913,    3.9756,    0.0009,
  4398.601,    1.9728,    2.5477,    0.6799,    0.9727,    0.0637,   -0.0010,    0.1318,   23.1913,    6.5935,    2.2067,    3.9762,    0.0008,
  4398.703,    1.9694,    2.5442,    0.6789,    0.9730,    0.0637,   -0.0010,    0.1290,   22.7037,    6.5875,    2.2378,    3.9779,    0.0008,
  4398.802,    1.9666,    2.5355,    0.6768,    0.9718,    0.0637,   -0.0011,    0.1380,   23.0406,    6.5876,    2.2381,    3.9800,    0.0008,
  4398.900,    1.9634,    2.5375,    0.6769,    0.9733,    0.0637,   -0.0010,    0.1234,   22.0322,    6.5856,    2.2490,    3.9807,    0.0008,
  4399.000,    1.9602,    2.5409,    0.6773,    0.9749,    0.0638,   -0.0009,    0.1112,   21.2388,    6.5826,    2.2675,    3.9855,    0.0008,
  4399.102,    1.9572,    2.5406,    0.6769,    0.9757,    0.0638,   -0.0008,    0.1067,   20.7411,    6.5779,    2.2882,    3.9782,    0.0008,
  4399.201,    1.9547,    2.5214,    0.6725,    0.9720,    0.0637,   -0.0011,    0.1338,   22.0382,    6.5821,    2.2637,    3.9739,    0.0008,
  4399.304,    1.9513,    2.5285,    0.6737,    0.9747,    0.0638,   -0.0009,    0.1081,   20.5688,    6.5772,    2.2901,    3.9751,    0.0008,
  4399.401,    1.9496,    2.5037,    0.6677,    0.9686,    0.0636,   -0.0017,    0.2163,   23.4778,    6.5810,    2.2722,    3.9791,    0.0008,
  4399.502,    1.9462,    2.5064,    0.6681,    0.9705,    0.0637,   -0.0013,    0.1711,   22.0001,    6.5859,    2.2469,    3.9766,    0.0008,
  4399.600,    1.9425,    2.5130,    0.6698,    0.9740,    0.0638,   -0.0006,    0.0789,   19.8325,    6.5815,    2.2740,    3.9817,    0.0008,
  4399.702,    1.9392,    2.5151,    0.6701,    0.9758,    0.0638,   -0.0005,    0.0578,   18.8634,    6.5700,    2.3315,    3.9807,    0.0008,
  4399.800,    1.9363,    2.5089,    0.6686,    0.9753,    0.0638,   -0.0004,    0.0507,   18.6640,    6.5700,    2.3322,    3.9819,    0.0008,
  4399.902,    1.9338,    2.4857,    0.6635,    0.9708,    0.0637,   -0.0006,    0.0728,   20.4240,    6.5713,    2.3238,    3.9803,    0.0008,
  4400.000,    1.9323,    2.4778,    0.6602,    0.9675,    0.0637,   -0.0015,    0.1912,   21.4784,    6.6038,    2.1605,    3.9746,    0.0008,
  4400.100,    1.9280,    2.4837,    0.6625,    0.9722,    0.0638,   -0.0004,    0.0474,   18.8587,    6.5746,    2.3108,    3.9874,    0.0008,
  4400.202,    1.9252,    2.4803,    0.6614,    0.9721,    0.0638,   -0.0004,    0.0561,   18.8110,    6.5719,    2.3217,    3.9812,    0.0008,
  4400.301,    1.9224,    2.4760,    0.6602,    0.9719,    0.0638,   -0.0004,    0.0537,   18.4787,    6.5714,    2.3210,    3.9748,    0.0008,
  4400.401,    1.9199,    2.4670,    0.6579,    0.9704,    0.0637,   -0.0006,    0.0802,   19.1034,    6.5693,    2.3335,    3.9777,    0.0008,
  4400.502,    1.9167,    2.4679,    0.6578,    0.9718,    0.0638,   -0.0004,    0.0507,   17.8901,    6.5662,    2.3478,    3.9734,    0.0008,
  4400.602,    1.9138,    2.4720,    0.6585,    0.9738,    0.0638,   -0.0004,    0.0443,   16.9677,    6.5638,    2.3644,    3.9796,    0.0008,
  4400.701,    1.9109,    2.4703,    0.6581,    0.9746,    0.0638,   -0.0004,    0.0487,   16.5023,    6.5600,    2.3832,    3.9764,    0.0008,
  4400.802,    1.9080,    2.4588,    0.6557,    0.9733,    0.0638,   -0.0002,    0.0270,   16.4199,    6.5613,    2.3786,    3.9808,    0.0008,
  4400.902,    1.9053,    2.4537,    0.6543,    0.9729,    0.0638,   -0.0002,    0.0236,   16.2383,    6.5613,    2.3796,    3.9819,    0.0008,
  4401.000,    1.9026,    2.4435,    0.6519,    0.9715,    0.0638,   -0.0001,    0.0157,   16.3745,    6.5612,    2.3782,    3.9795,    0.0008,
  4401.100,    1.9022,    2.4196,    0.6454,    0.9641,    0.0636,   -0.0013,    0.1631,   20.6506,    6.5701,    2.3299,    3.9792,    0.0008,
